Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"LOKASI STRATEGIS! Tanah di Pondok Kelapa, Luas 188m², Lokasi Berkembang, Cocok untuk Hunian","Rp2,55 Miliar Total","Harga per m² Rp.13,5 Juta",LT188 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"HARGA MENARIK! Tanah Kawasan Pulo Gadung, Luas 225m², Lingkungan Asri","Rp4,1 Miliar Total","Harga per m² Rp.18,2 Juta",LT225 m²,Lainnya,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah di Ciracas, Luas 257m², Akses Mudah, Area Berkembang",Rp6 Miliar Total,"Harga per m² Rp.23,3 Juta",LT257 m²,SHM,,,,"Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
,"LOKASI STRATEGIS! Tanah Kawasan Otista, Luas 679m², Lokasi Berkembang, Cocok untuk Investasi","Rp13,5 Miliar Total","Harga per m² Rp.19,8 Juta",LT679 m²,SHM,,,,"Otista, Jakarta Timur",Jakarta Timur,Otista,
,"Tanah Premium Kawasan Pondok Kelapa, Luas 200m², Dekat Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp4,6 Miliar Total","Harga per m² Rp.2,3 Miliar",LT200 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"HARGA TERBAIK! Tanah di Cipinang, Luas 588m², Dekat Jalan Raya, Cocok untuk Investasi",Rp12 Miliar Total,"Harga per m² Rp.20,4 Juta",LT588 m²,Lainnya,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Kawasan Kramat Jati, Luas 7383m², Lokasi Potensial, Lingkungan Asri",Rp85 Miliar Total,lebih hemat,LT7383 m²,Lainnya,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Jual Tanah Kawasan Komersial Kawasan Cakung, Luas 258m², Potensi Tinggi","Rp2,2 Miliar Total",lebih hemat,LT258 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Komersial Kawasan Pondok Kelapa, Luas 129m², Lokasi Strategis","Rp1,45 Miliar Total","Harga per m² Rp.11,2 Juta",LT129 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Cipayung, Luas 660m², Akses Pusat Kota, Ideal untuk Perumahan","Rp5,08 Miliar Total",lebih hemat,LT660 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"HARGA MENARIK! Tanah di Cakung, Luas 700m², Area Nyaman",Rp126 Juta Total,Harga per m² Rp.18 Juta,LT700 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Pasar Rebo, Luas 6000m², Status Hak Milik, Akses Pasar Rebo, Jakarta Timur, Jakarta Timur",Rp26 Juta Total,"Harga per m² Rp.4,33 Ribu",LT6000 m²,SHM,,,,"Pasar Rebo, Jakarta Timur",Jakarta Timur,Pasar Rebo,
,"Jual Tanah Lokasi Strategis di Dewi Sartika, Luas 20000m², Dekat Transportasi",Rp600 Miliar Total,Harga per m² Rp.30 Juta,LT20000 m²,SHM,,,,"Dewi Sartika, Jakarta Timur",Jakarta Timur,Dewi Sartika,
,"Dijual Tanah Lokasi Prima Kawasan Cipinang, Luas 204m², Dekat Cipinang, Jakarta Timur, Jakarta Timur","Rp6,12 Miliar Total",Harga per m² Rp.3 Miliar,LT204 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Jual Tanah di Kayu Putih, Luas 300m², Dekat Fasilitas Umum",Rp21 Miliar Total,Harga per m² Rp.7 Miliar,LT300 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"HARGA TERBAIK! Tanah di Citra Grand, Luas 259m², Area Berkembang","Rp10,5 Juta Total","Harga per m² Rp.40,5 Ribu",LT259 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"HARGA MENARIK! Tanah di Cipinang, Luas 800m², Lokasi Berkembang","Rp10,9 Miliar Total","Harga per m² Rp.13,6 Juta",LT800 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Kawasan Duren Sawit, Luas 420m², Lokasi Strategis, Kawasan Asri","Rp4,62 Miliar Total",Harga per m² Rp.11 Juta,LT420 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"HOT DEAL! Tanah di Duren Sawit, Luas 500m², Lokasi Strategis","Rp6,25 Miliar Total","Harga per m² Rp.12,5 Juta",LT500 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Jatinegara, Luas 204m², Area Potensial, Lingkungan Asri, Bebas Banjir",Rp3 Miliar Total,"Harga per m² Rp.14,7 Juta",LT204 m²,SHM,,,,"Jatinegara, Jakarta Timur",Jakarta Timur,cakung,
,"Tanah Lokasi Strategis Kawasan Pondok Kelapa, Luas 480m², Lingkungan Nyaman, Dekat Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp9,5 Juta Total","Harga per m² Rp.19,7 Ribu",LT480 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah Lokasi Prima Kawasan Duren Sawit, Luas 630m², Dekat Fasilitas Umum","Rp7,56 Miliar Total",lebih hemat,LT630 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah di Cibubur, Luas 2500m², Dekat Fasilitas Umum","Rp62,5 Miliar Total",Harga per m² Rp.25 Juta,LT2500 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Premium Kawasan Cibubur, Luas 1760m², Ideal untuk Perumahan","Rp35,2 Miliar Total",Harga per m² Rp.20 Juta,LT1760 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Kawasan Cibubur, Luas 400m², Jalur Strategis","Rp4,4 Miliar Total",Harga per m² Rp.11 Juta,LT400 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Dijual Tanah Kawasan Metland Menteng, Luas 336m², Lingkungan Asri, Kontur Datar","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Metland Menteng, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Jual Tanah Area Strategis Kawasan Metland Menteng, Luas 336m², Prospek Bagus","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Metland Menteng, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah di Pondok Kelapa, Luas 480m², Akses Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp45,6 Juta Total","Harga per m² Rp.9,5 Juta",LT480 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Lokasi Strategis di Metland Menteng, Luas 336m², Akses ke Fasilitas","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,SHM,,,,"Metland Menteng, Jakarta Timur",Jakarta Timur,"Cakung,",
,"LOKASI STRATEGIS! Tanah Kawasan Rawamangun, Luas 227m², Area Asri, Cocok untuk Hunian","Rp4,2 Miliar Total","Harga per m² Rp.18,5 Juta",LT227 m²,Lainnya,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Potensial di Duren Sawit, Luas 480m², Pinggir Jalan","Rp45,6 Juta Total","Harga per m² Rp.9,5 Juta",LT480 m²,Lainnya,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah di Ciracas, Luas 676m², Area Potensial, Kontur Datar",Rp12 Miliar Total,"Harga per m² Rp.17,7 Juta",LT676 m²,SHM,,,,"Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
,"PRIME LOCATION! Tanah di Metland Menteng, Luas 336m², Ideal untuk Investasi","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Metland Menteng, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Potensial Kawasan Duren Sawit, Luas 1420m², Akses Mudah","Rp24,1 Miliar Total",Harga per m² Rp.17 Juta,LT1420 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah Area Berkembang di Citra Grand, Luas 259m², Dekat Citra Grand, Jakarta Timur, Jakarta Timur","Rp2,84 Miliar Total",Harga per m² Rp.11 Juta,LT259 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"For Sale Tanah Kawasan Duren Sawit, Luas 480m², Akses Duren Sawit, Jakarta Timur, Jakarta Timur","Rp5,28 Miliar Total",Harga per m² Rp.11 Juta,LT480 m²,Lainnya,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah di Cililitan, Luas 650m², Akses Strategis",Rp18 Miliar Total,"Harga per m² Rp.27,6 Juta",LT650 m²,SHM,,,,"Cililitan, Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah Area Prospektif Kawasan Citra Grand, Luas 182m², Dekat ke Fasilitas Umum","Rp1,36 Miliar Total","Harga per m² Rp.7,5 Juta",LT182 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"HARGA TERBAIK! Tanah di Cakung, Luas 5800m², Lokasi Strategis",Rp80 Miliar Total,"Harga per m² Rp.13,7 Juta",LT5800 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Area Berkembang Kawasan Citra Grand, Luas 182m², Dekat ke Pusat Kota","Rp13,6 Juta Total","Harga per m² Rp.7,5 Juta",LT182 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"AREA PROSPEKTIF! Tanah di Cakung, Luas 219m², Akses Transportasi","Rp2,19 Miliar Total",Harga per m² Rp.10 Juta,LT219 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Dijual Tanah Area Berkembang Kawasan Citra Grand, Luas 540m², Dekat Citra Grand, Jakarta Timur, Jakarta Timur","Rp9,18 Miliar Total",Harga per m² Rp.17 Juta,LT540 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Dijual Tanah Lokasi Prima di Pulomas, Luas 318m², Lingkungan Asri","Rp10,1 Miliar Total",Harga per m² Rp.32 Juta,LT318 m²,Lainnya,,,,"Pulomas, Jakarta Timur",Jakarta Timur,Pulomas,
,"Tanah di Ciracas, Luas 400m², Lokasi Potensial, Lingkungan Asri, Bebas Banjir","Rp3,4 Miliar Total","Harga per m² Rp.8,5 Juta",LT400 m²,SHM,,,,"Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
,"HARGA MENARIK! Tanah di Cakung, Luas 241m², Area Nyaman",Rp215 Juta Total,Harga per m² Rp.892 Ribu,LT241 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"AREA PROSPEKTIF! Tanah Kawasan Pulo Gadung, Luas 43000m², Dekat Fasilitas Umum",Rp602 Miliar Total,Harga per m² Rp.14 Juta,LT43000 m²,SHM,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah di Cipayung, Luas 5128m², Dekat Cipayung, Jakarta Timur, Jakarta Timur","Rp25,6 Miliar Total",Harga per m² Rp.5 Juta,LT5128 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Dijual Tanah Kawasan , Luas 182m2m², Kawasan Asri, Kontur Rata","Rp1,29 Miliar Total",lebih hemat,LT182 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"For Sale Tanah di Pondok Kelapa, Luas 94m², Area Berkembang","Rp1,26 Miliar Total","Harga per m² Rp.13,5 Juta",LT94 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Area Prospektif Kawasan Kayu Putih, Luas 303m², Dekat Kayu Putih, Jakarta Timur, Jakarta Timur","Rp5,3 Miliar Total",lebih hemat,LT303 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"HARGA TERBAIK! Tanah di Pulo Gadung, Luas 5600m², Lokasi Strategis",Rp50 Miliar Total,"Harga per m² Rp.8,92 Juta",LT5600 m²,Lainnya,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"LOKASI STRATEGIS! Tanah di Pondok Kelapa, Luas 480m², Lingkungan Nyaman, Cocok untuk Hunian","Rp45,6 Juta Total","Harga per m² Rp.9,5 Juta",LT480 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Lokasi Potensial Kawasan Duren Sawit, Luas 1008m², Dekat ke Pusat Kota, Lingkungan Asri","Rp80,6 Juta Total",Harga per m² Rp.8 Juta,LT1008 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah Di Percetakan Negara Jakarta Pusat, LT 374m² Cocok Untuk Apotek, Klinik, Rumah Makan atau Minimarket",Rp8 Miliar Total,"Harga per m² Rp.21,3 Juta",LT374 m²,SHM,,,,"Percetakan Negara, Jakarta Pusat",Jakarta Pusat,Percetakan Negara,
,"Dijual Tanah Kawasan Gunung Sahari, Luas 248m², Kawasan Nyaman, Kontur Datar","Rp5,75 Miliar Total","Harga per m² Rp.23,1 Juta",LT248 m²,SHM,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"Tanah Strategis di Cempaka Putih, Luas 53400m², Ideal untuk Investasi",Rp11 Miliar Total,Harga per m² Rp.206 Ribu,LT53400 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA MENARIK! Tanah Kawasan Kemayoran, Luas 5000m², Lokasi Potensial, Bebas Longsor","Rp1,75 Miliar Total",Harga per m² Rp.35 Juta,LT5000 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Lokasi Strategis di Pangeran Jayakarta, Luas 700m², Kawasan Nyaman, Dekat Pangeran Jayakarta, Jakarta Pusat, Jakarta Pusat",Rp14 Miliar Total,lebih hemat,LT700 m²,SHM,,,,"Pangeran Jayakarta, Jakarta Pusat",Jakarta Pusat,Pangeran Jayakarta,
,"Jual Tanah Lokasi Prima Kawasan Cideng, Luas 460m², Akses Cideng, Jakarta Pusat, Jakarta Pusat",Rp18 Miliar Total,"Harga per m² Rp.39,1 Juta",LT460 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Area Berkembang Kawasan Sawah Besar, Luas 183m², Akses ke Pusat Kota, Lingkungan Asri",Rp4 Miliar Total,"Harga per m² Rp.21,8 Juta",LT183 m²,Lainnya,,,,"Sawah Besar, Jakarta Pusat",Jakarta Pusat,Sawah Besar,
,"LOKASI STRATEGIS! Tanah Kawasan Gambir, Luas 4776m², Area Nyaman, Cocok untuk Hunian",Rp262 Miliar Total,Harga per m² Rp.55 Juta,LT4776 m²,Lainnya,,,,"Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"AREA PROSPEKTIF! Tanah di Johar Baru, Luas 500m², Dekat Transportasi",Rp5 Miliar Total,Harga per m² Rp.10 Juta,LT500 m²,Lainnya,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"AREA PROSPEKTIF! Tanah di Pejompongan, Luas 450m², Dekat Fasilitas Umum, Kawasan Potensial",Rp24 Miliar Total,"Harga per m² Rp.53,3 Juta",LT450 m²,SHM,,,,"Pejompongan, Jakarta Pusat",Jakarta Pusat,Pejompongan,
,"Tanah di Gunung Sahari, Luas 1047m², Area Strategis, Kawasan Asri, Kontur Datar",Rp45 Miliar Total,"Harga per m² Rp.42,9 Juta",LT1047 m²,Lainnya,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"AREA PROSPEKTIF! Tanah Kawasan Cikini, Luas 424m², Dekat Fasilitas Umum, Kawasan Potensial","Rp21,5 Miliar Total","Harga per m² Rp.50,7 Juta",LT424 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Lokasi Prima Kawasan Kebon Kacang, Luas 225m², Akses Kebon Kacang, Jakarta Pusat, Jakarta Pusat","Rp13,5 Miliar Total",Harga per m² Rp.60 Juta,LT225 m²,SHM,,,,"Kebon Kacang, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Tanah di Cikini, Luas 1075m², Area Komersial","Rp27,5 Miliar Total","Harga per m² Rp.25,5 Juta",LT1075 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Sawah Besar, Luas 2092m², Area Komersial",Rp70 Miliar Total,"Harga per m² Rp.33,4 Juta",LT2092 m²,SHM,,,,"Sawah Besar, Jakarta Pusat",Jakarta Pusat,Sawah Besar,
,"Tanah Potensial di Senen, Luas 4241m², Pinggir Jalan",Rp159 Miliar Total,"Harga per m² Rp.37,5 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Kawasan Cempaka Putih, Luas 60000m², Lokasi Premium, Prospek Menjanjikan",Rp900 Miliar Total,Harga per m² Rp.15 Juta,LT60000 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Potensial Kawasan Bendungan Hilir, Luas 187m², Pinggir Jalan","Rp5,5 Miliar Total",lebih hemat,LT187 m²,SHM,,,,"Bendungan Hilir, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Jual Tanah Area Premium di Gunung Sahari, Luas 1500m², Potensi Tinggi",Rp63 Miliar Total,Harga per m² Rp.42 Juta,LT1500 m²,Lainnya,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"POTENSIAL! Tanah Kawasan Bungur, Luas 448m², Lokasi Strategis","Rp6,6 Miliar Total","Harga per m² Rp.14,7 Juta",LT448 m²,SHM,,,,"Bungur, Jakarta Pusat",Jakarta Pusat,senen,
,"Jual Tanah Area Prospektif di Menteng, Luas 1012m², Akses Menteng, Jakarta Pusat, Jakarta Pusat",Rp126 Miliar Total,Harga per m² Rp.125 Juta,LT1012 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Area Berkembang Kawasan Cempaka Putih, Luas 992m², Dekat ke Pusat Kota, Lingkungan Nyaman","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Area Berkembang di Menteng, Luas 1192m², Akses ke Fasilitas Umum","Rp61,9 Miliar Total",lebih hemat,LT1192 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Kawasan Komersial Kawasan Cempaka Putih, Luas 992m², Potensi Bagus","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Potensial Kawasan Cempaka Putih, Luas 157m², Akses Mudah","Rp2,5 Miliar Total",lebih hemat,LT157 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Kawasan Cempaka Putih, Luas 206m², Lokasi Strategis","Rp1,8 Miliar Total","Harga per m² Rp.8,73 Juta",LT206 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Lokasi Potensial di Senen, Luas 3915m², Akses ke Fasilitas Umum, Akses Senen, Jakarta Pusat, Jakarta Pusat","Rp7,39 Triliun Total",Harga per m² Rp.189 Miliar,LT3915 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah Kawasan Johar Baru, Luas 650m², Area Potensial",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"LOKASI PREMIUM! Tanah di Menteng, Luas 716m², Cocok untuk Investasi",Rp54 Miliar Total,"Harga per m² Rp.75,4 Juta",LT716 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA MENARIK! Tanah Kawasan Gajah Mada, Luas 3593m², Lokasi Berkembang, Bebas Banjir",Rp143 Miliar Total,Harga per m² Rp.40 Juta,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Jual Tanah Area Berkembang Kawasan Senen, Luas 4241m², Area Nyaman",Rp674 Triliun Total,Harga per m² Rp.159 Miliar,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"AREA PROSPEKTIF! Tanah di Senen, Luas 4241m², Akses Transportasi",Rp169 Miliar Total,Harga per m² Rp.40 Juta,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Strategis Kawasan Menteng, Luas 573m², Cocok untuk Investasi",Rp95 Juta Total,Harga per m² Rp.165 Ribu,LT573 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Percetakan Negara, Luas 1m², Lokasi Potensial, Lingkungan Nyaman",Rp33 Miliar Total,Harga per m² Rp.33 Miliar,LT1 m²,Lainnya,,,,"Percetakan Negara, Jakarta Pusat",Jakarta Pusat,Percetakan Negara,
,"HARGA TERBAIK! Tanah Kawasan Petojo, Luas 78m², Lokasi Strategis","Rp1,6 Miliar Total","Harga per m² Rp.20,5 Juta",LT78 m²,SHM,,,,"Petojo, Jakarta Pusat",Jakarta Pusat,Petojo,
,"PENAWARAN MENARIK! Tanah di Menteng, Luas 529m², Area Potensial","Rp22,5 Miliar Total",lebih hemat,LT529 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Strategis di Cideng, Luas 450m², Ideal untuk Investasi","Rp24,7 Miliar Total","Harga per m² Rp.54,8 Juta",LT450 m²,Lainnya,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah di Bendungan Hilir, Luas 125m², Lokasi Strategis, Ideal untuk Perumahan","Rp2,9 Miliar Total",lebih hemat,LT125 m²,SHM,,,,"Bendungan Hilir, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Dijual Tanah Area Berkembang di Gunung Sahari, Luas 508m², Dekat Gunung Sahari, Jakarta Pusat, Jakarta Pusat",Rp17 Miliar Total,"Harga per m² Rp.33,4 Juta",LT508 m²,Lainnya,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"Tanah Kawasan Kemayoran, Luas 5500m², Kawasan Bisnis",Rp151 Miliar Total,"Harga per m² Rp.27,5 Juta",LT5500 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Komersial di Menteng, Luas 604m², Lokasi Strategis",Rp80 Miliar Total,Harga per m² Rp.132 Juta,LT604 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Area Strategis di Kemayoran, Luas 1857m², Cocok untuk Investasi","Rp66,8 Miliar Total",Harga per m² Rp.36 Juta,LT1857 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Potensial Kawasan Kemayoran, Luas 340m², Pinggir Jalan",Rp35 Juta Total,Harga per m² Rp.102 Ribu,LT340 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"TANAH PROSPEKTIF! Tanah Kawasan Tanah Abang, Luas 1453m², Pinggir Jalan Raya","Rp57,9 Miliar Total","Harga per m² Rp.39,9 Juta",LT1453 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah di Cempaka Putih, Luas 157m², Jalur Mudah, Area Prospektif","Rp2,5 Miliar Total",lebih hemat,LT157 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Kawasan Cempaka Putih, Luas 157m², Area Berkembang","Rp2,5 Miliar Total",lebih hemat,LT157 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA TERBAIK! Tanah Kawasan Cideng, Luas 116m², Akses Jalan Utama, Area Potensial","Rp6,5 Miliar Total",Harga per m² Rp.56 Juta,LT116 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Lokasi Potensial Kawasan Cideng, Luas 166m², Akses ke Pusat Kota","Rp4,1 Miliar Total","Harga per m² Rp.24,7 Juta",LT166 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Kawasan Cideng, Luas 144m², Lokasi Strategis, Kawasan Asri, Bebas Banjir","Rp3,9 Miliar Total",Harga per m² Rp.27 Juta,LT144 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Potensial di Senen, Luas 1849m², Akses Mudah","Rp53,6 Miliar Total",Harga per m² Rp.29 Juta,LT1849 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"LOKASI PREMIUM! Tanah Kawasan Johar Baru, Luas 450m², Ideal untuk Investasi",Rp9 Miliar Total,Harga per m² Rp.20 Juta,LT450 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah Lokasi Premium Kawasan Cikini, Luas 1075m², Cocok untuk Bisnis","Rp27,5 Miliar Total",lebih hemat,LT1075 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"LOKASI STRATEGIS! Tanah di Johar Baru, Luas 650m², Lokasi Berkembang, Cocok untuk Investasi",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"LOKASI STRATEGIS! Tanah Kawasan Salemba, Luas 339m², Area Asri, Cocok untuk Hunian",Rp9 Miliar Total,"Harga per m² Rp.26,5 Juta",LT339 m²,SHM,,,,"Salemba, Jakarta Pusat",Jakarta Pusat,Salemba,
,"Dijual Tanah Kawasan Johar Baru, Luas 650m², Lokasi Strategis, Kontur Datar",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"For Sale Tanah Kawasan Salemba, Luas 340m², Dekat Salemba, Jakarta Pusat, Jakarta Pusat",Rp9 Miliar Total,"Harga per m² Rp.26,4 Juta",LT340 m²,SHM,,,,"Salemba, Jakarta Pusat",Jakarta Pusat,Salemba,
